0.70688,0.012516,0.68263,0.37422,0.77567,0.71937,0.99264,0.28895,0.37102,0.5317
0.85528,0.2643,0.8247,0.93188,0.2005,0.48283,0.55295,0.52475,0.26814,0.59067
0.94219,0.022125,0.01137,0.82245,0.88289,0.38448,0.3055,0.82417,0.94019,0.65569
0.93141,0.47471,0.87946,0.23453,0.42318,0.5663,0.36073,0.64263,0.1364,0.19626
0.21432,0.34271,0.54135,0.79558,0.54002,0.87346,0.63625,0.57479,0.59315,0.6678
0.48576,0.024243,0.85457,0.18007,0.89481,0.80347,0.75081,0.73225,0.50606,0.61185
0.16937,0.11884,0.91336,0.67148,0.074162,0.66545,0.32174,0.38712,0.12208,0.18237
0.99857,0.79704,0.9786,0.68549,0.15482,0.96429,0.9438,0.11456,0.8899,0.58886
0.92629,0.23171,0.21614,0.73376,0.35213,0.63523,0.20199,0.57956,0.52968,0.10572
0.15677,0.47886,0.94755,0.18249,0.77632,0.14493,0.33929,0.75225,0.70349,0.34663
