1.2553,-0.10033,9.2526,7.1779,9.3915,-3.6878,5.1185,-2.9247,8.3258,-1.3172,-0.11285,-2.1117,7.3277,3.0551,2.7705,-2.8522,-4.9845,-1.1316,9.6682,-2.1713,1.5399,6.6701,2.5182,-4.5628,-1.6955,-1.0012,-0.29198,-4.8192,5.0893,1.8481,4.3276,8.8559,7.732,8.252,-4.8527,-0.012342,-1.0295,2.2033,-4.1937,1.8771,3.262,-2.1189,-3.9718,9.7403,2.9201,-3.4139,-1.2336,-2.2056,-0.45581,4.9447,-0.78222,3.9787,4.2553,-1.2045,8.2017,-1.2207,-3.3429,2.3512,-1.2071,4.5698,9.5054,-1.0862,-1.5388,5.856,-0.13368,8.1943,-1.1254,-4.3519,1.5084,2.7803,5.2384,4.8758,-1.5355,4.5816,2.144,8.1962,9.7888,-1.9521,-0.20848,-3.4992,-1.6701,9.7771,0.21594,8.8848,0.80671,8.335,-1.4448,0.55934,5.0953,-4.7897,5.7437,1.0462,9.5029,-4.2986,9.1446,8.515,4.1858,0.28235,4.5554,-3.5704,8.3929,7.4224,3.6723,0.95824,-3.8348,8.3984,7.3598,4.1791,4.1964,4.823,9.2555,-3.1017,1.1904,4.605,8.8388,1.0564,6.203,4.6474,4.8385,-4.0624,-3.8554,-3.9612,6.2793,9.072,7.1058,9.4693,6.8901,-4.112,-1.4914,6.0823,-3.7432,9.6082,5.1725,4.7604,-4.1648,-3.6591,-0.33864,4.605,2.9758,6.4935,8.1014,2.5312,0.79768,-2.2335,2.4907,0.37253,6.0187,-0.25186,-2.7041,9.504,-0.33648,6.6876,7.0472,-1.1412,-1.3416,6.3136,3.6382,3.6332,0.46011,4.9861,-4.8444,-1.0659,6.4353,3.3059,1.8219,0.50738,9.8109,9.206,8.4493,-1.0229,7.8585,5.1478,0.88087,9.6479,-1.172,9.849,0.050473,6.2815,-2.7219,7.9349,6.5698,3.672,7.1997,5.3766,-1.4493,-4.5552,-2.4846,0.52457,5.5645,-0.5369,0.22495,4.8529,5.2101,-4.2031,8.9729,2.702,4.9777,-2.0559,5.3625,7.645
5.8049,2.9059,3.3498,8.1244,7.0594,-1.5904,6.9966,-0.64783,-2.2342,8.6653,8.3474,6.2939,4.4236,0.48975,0.59123,4.4849,2.1413,9.0167,-1.2384,1.6131,-4.6111,-2.9907,2.5913,0.59339,3.4429,-1.9419,-2.9758,-1.8937,1.2211,8.874,3.4837,2.5772,-1.8352,7.7026,-4.3732,-3.3228,-3.9709,-0.059741,7.4072,-4.9362,5.6222,5.885,-3.8526,-3.7388,5.1004,2.9848,-1.4326,-4.2595,-2.0896,9.0747,0.031337,-4.7203,6.7665,-3.1937,-2.9888,3.4059,0.3539,2.171,4.2848,5.0443,3.2085,1.1871,-4.2135,-0.097928,-4.8212,4.8835,5.3045,4.7177,-4.421,-2.3408,4.2773,7.7596,-2.4288,1.8495,9.5593,-2.9774,8.3096,5.3325,-2.6756,6.3092,8.061,7.021,-4.8073,9.4205,8.5785,8.5506,5.5,1.3646,-2.3115,8.4511,4.6571,5.6674,1.5551,5.2823,5.3588,2.9744,0.77757,1.2135,-0.39922,-4.3713,-0.020303,-0.85474,6.7679,-4.2664,5.0493,3.7638,-0.33497,-0.51704,-1.3633,-0.47282,0.75897,-1.7736,2.5398,-3.1123,4.7745,7.057,5.9644,2.4061,1.9866,5.9567,6.6988,0.35606,-4.075,2.0457,2.267,2.2812,-1.6268,8.004,-4.0214,-4.1259,2.8923,-4.7549,6.5137,5.8491,-3.5927,9.1853,4.0484,4.3556,-4.8771,7.0717,9.5281,9.9568,2.4575,-0.51633,1.2651,1.5732,-4.8401,-1.9406,-1.9991,-0.17173,7.6196,-3.0675,7.306,0.63547,0.22074,6.4789,6.2565,-0.38314,5.9285,4.7273,2.5281,-3.4871,-4.372,7.3723,9.72,3.4151,1.9678,3.6232,0.23505,7.3135,9.6068,4.5689,4.3481,4.7913,8.2091,-2.2938,5.0151,-1.4735,-4.5597,-4.7551,-4.6887,7.809,6.773,-2.1646,6.5967,-4.8286,8.8702,1.3048,2.1224,2.2494,7.1344,-2.427,-3.127,-0.63254,-0.68471,6.5388,1.3606,-2.8076,9.4496,-3.9683
-4.9983,8.2891,8.7341,5.3262,-4.5152,-0.28435,-3.7921,4.2081,3.7802,-4.347,6.2756,-4.8902,9.3445,4.0646,5.6553,4.9283,4.8556,4.2868,0.0041534,7.6722,3.2449,8.0337,-1.7177,-3.5619,3.0919,-0.55693,4.6417,2.1851,-0.8135,1.6104,-2.7099,5.5494,6.8824,3.8282,8.7109,1.2012,-1.2846,-3.1858,-3.6494,-1.2809,-0.63643,6.7741,3.0819,4.4682,6.1805,8.8901,-0.98349,4.8142,9.5253,-1.5085,-0.23669,0.22215,0.19242,-3.9711,-1.274,-3.8509,2.0709,-0.58022,1.9419,2.2972,9.5903,1.2855,7.8808,2.1528,-3.9829,6.9914,5.1712,9.6574,-4.2333,0.54609,5.1388,7.8986,-2.3447,0.38743,4.1698,4.035,7.5871,0.34794,9.7603,-4.2466,-1.8992,-4.1906,-2.5154,-4.9009,2.5158,3.3966,1.2521,-4.7246,-0.93742,3.821,-4.5131,9.4061,9.8184,9.8005,3.1706,3.9961,6.3572,1.4336,-2.1906,1.2811,7.3184,-3.1151,7.3277,-3.7813,-4.0956,1.0102,-3.0651,8.3239,-3.5252,-3.7255,-0.98855,-1.8192,6.3975,-4.8805,3.6785,0.10343,-3.7166,4.2003,-0.43051,8.6946,1.5761,7.1924,6.1724,-4.9154,0.27553,2.1805,2.157,-2.6867,-0.91814,5.1217,0.72602,-4.2661,0.70158,-0.12869,4.2247,-1.1005,1.083,0.24384,6.959,7.591,8.0379,9.7606,-0.44688,-4.2713,1.0368,3.0118,1.4282,9.2359,-2.3595,-0.35723,0.85178,9.7387,4.9126,9.8979,7.7695,-1.5625,-4.7908,8.2748,-1.3405,-4.1805,2.4366,8.7579,-0.8152,-4.5765,-4.4539,0.94367,5.2392,5.7661,8.4872,-0.49595,7.0209,6.8208,0.4085,8.3021,9.9914,0.99902,3.7187,-2.3645,-1.0363,1.8116,4.5047,-3.9785,0.90129,7.0451,5.0689,-0.02234,5.7601,1.0811,6.932,0.89337,1.8946,2.2741,9.5181,9.1267,6.1216,-1.9896,8.2103,-1.0394,-2.5411,-2.2021
-0.46501,0.35905,4.6235,3.5424,5.6408,-2.3785,-1.5245,-0.13792,8.4731,9.2613,6.4395,-0.076158,3.8488,9.382,1.8347,1.5076,7.6498,9.7817,9.313,3.929,1.5298,6.2317,-4.93,-2.0455,2.4304,7.628,0.012145,-2.5654,8.3917,-1.9602,7.2016,0.017315,-4.0302,-2.6206,8.3437,-2.9042,1.0602,-3.2805,-2.362,-4.3228,2.6624,9.5815,-3.8665,3.6546,5.9496,3.2306,-1.0522,1.3482,-3.8082,3.6249,3.4827,7.1351,-3.4603,-3.9646,8.2012,0.39469,3.0674,1.9241,4.2475,0.83271,5.7222,8.5363,0.088374,9.2209,9.4251,-2.1566,0.67765,1.2985,-4.3173,5.2859,9.4548,-4.0336,6.8495,5.0965,6.0042,-3.3094,0.17406,-3.4156,1.5826,-4.956,8.7792,-2.1428,-4.0945,1.494,5.0861,7.1074,8.471,2.6164,8.2079,6.8924,-4.7822,6.0302,1.3202,5.2534,0.58071,-0.46228,6.6368,-0.68707,5.7858,1.5835,-4.3746,3.4417,4.7024,1.7602,-3.3312,1.3863,-3.4877,6.8934,6.4311,1.5204,-1.4929,6.7098,-0.021876,3.8315,1.1097,-4.2454,2.72,4.7835,0.90436,8.7932,5.852,1.4156,9.1941,9.9881,0.64371,8.54,2.731,3.2698,4.4823,7.2137,7.2744,2.2991,9.3657,0.55957,4.1272,4.0919,8.374,6.1549,3.3172,8.6653,2.9628,-1.5938,-4.8044,-0.83302,-2.1035,9.9565,6.7731,7.6124,1.6612,5.0496,8.433,8.5271,4.7656,-4.2771,5.1718,-2.2201,2.6306,-3.6703,8.8366,-2.7761,-2.9926,2.7619,7.8694,6.9628,5.0613,9.709,1.3045,1.959,9.4532,8.6253,3.6416,-4.8178,9.6971,6.0922,0.46521,4.3871,-3.7905,-2.9825,-2.3735,2.3924,6.2321,1.968,7.9672,2.7215,5.595,-4.0785,-2.6778,9.9712,2.9876,8.4954,4.3919,-1.1741,-3.7307,-4.7917,1.0933,2.622,6.9433,-0.59345,6.8093,7.5149
-2.7987,8.628,0.85012,-2.5854,1.975,4.1064,-1.8856,1.8604,1.6918,3.3461,2.0422,8.7641,-2.0325,0.89234,4.0782,-4.1096,-2.2439,-4.5103,7.1307,1.9324,1.3055,6.9788,1.2675,9.1363,-0.4887,8.8602,1.3725,-3.9697,4.6641,9.9349,9.7519,4.5516,-0.27923,7.0228,6.5886,0.45826,-4.444,6.6079,4.7569,-1.178,8.3942,7.7646,-2.2434,4.7596,1.3617,0.13312,9.5907,8.9859,6.7824,9.901,4.8315,4.4317,0.41841,-4.4197,2.9005,-1.2967,6.002,4.8145,7.1442,4.3097,5.4659,9.6942,0.8987,8.0195,2.1239,5.7865,-0.5298,-2.7262,-4.3065,8.2379,-1.0993,8.908,9.8924,-2.4363,-1.8857,3.076,8.2911,7.7497,6.041,-3.7951,2.3262,1.7863,-0.82766,3.7467,8.311,2.9367,-0.53172,-1.9258,9.0499,8.8594,2.6295,6.922,-3.3219,2.7827,0.97592,1.5885,4.185,0.87625,-3.5804,9.752,-3.3851,-0.98991,-2.3054,8.8348,2.1301,3.2948,5.0796,0.98978,-2.8899,2.5901,0.021732,7.7211,5.0721,9.931,-1.0542,2.156,7.1862,5.7264,0.50441,4.4612,9.6698,3.9978,4.0534,-4.2834,9.7179,-4.7613,7.5655,2.6379,8.6634,6.8878,-0.74042,3.8049,2.2419,8.104,-4.4407,2.0588,-0.67393,6.3064,-3.8168,2.2346,-1.5091,7.7494,8.1528,-3.7534,2.4671,-0.13756,8.7678,8.1232,6.8809,-2.5235,-3.5229,2.3991,-1.4043,6.2675,-1.1449,9.2791,7.6493,1.4024,-1.7346,-4.5336,-2.8683,-2.9969,0.5356,-2.0077,6.0207,5.7301,-1.8214,-1.1486,6.5684,-0.082558,6.7263,0.60268,2.1244,9.0949,-0.8636,1.0194,7.911,-3.4269,-4.369,-3.9154,2.4776,6.7292,0.76046,6.3593,7.7973,3.9726,5.8545,-2.6499,3.6195,-0.79981,-1.9453,7.8631,-0.42463,5.0436,-1.1644,8.2375,1.0034,5.9291,-4.9059,5.46
-3.6149,4.3504,2.2899,2.0032,9.2132,1.2038,8.76,1.6618,8.828,0.64545,-1.8385,3.8255,1.44,0.89459,9.8561,2.3908,7.8424,5.8775,8.5051,2.6897,-0.044978,3.1502,3.4506,0.56907,2.6717,9.6788,0.70849,2.3877,-1.2796,5.8592,4.5036,-4.6247,-2.4399,-3.9854,2.9431,-3.3861,0.82071,-0.99372,2.0475,1.3707,8.4444,3.1539,1.5454,3.1477,1.8393,5.8995,6.8674,-4.7161,9.2092,9.9231,7.6722,0.62335,6.8213,2.0111,1.176,6.6459,2.8779,8.9585,2.4433,4.0244,-1.7587,4.3535,-0.94452,-0.90356,-3.1754,9.7129,6.1796,-0.56612,-0.39486,4.1114,-0.70047,1.4198,2.6753,-2.5155,8.8035,-4.1064,5.3221,9.6933,-1.8468,-2.512,4.1762,5.5441,0.22498,0.23241,-4.1242,-3.5738,3.1117,9.4952,5.5348,3.6759,3.0164,-1.7528,4.3313,-2.3528,1.4797,-2.8508,1.6328,4.1662,-3.1861,-1.2204,3.9258,6.6255,5.8941,-1.4995,-3.7856,-0.41796,-2.8719,-0.87069,-3.8491,8.1806,-0.64527,9.6645,4.1184,2.8091,6.9143,7.0986,7.8426,-0.85081,8.89,4.6053,3.0774,5.9224,-0.6863,0.84172,-3.3168,8.0333,-2.5395,7.209,-4.9744,1.579,0.99499,-4.9018,-0.9827,8.5913,7.575,2.6792,-3.0786,2.1454,7.733,5.0088,-4.829,7.1923,-1.4586,-4.5628,4.7202,-2.2942,2.8372,-0.19923,1.9769,-1.4649,8.6584,-2.7302,2.6144,7.7177,-3.257,-0.31659,5.8764,-1.5726,0.94608,9.6408,-1.7216,-3.3119,8.4849,5.2876,-3.4267,7.6256,-2.8766,-0.32922,1.839,-1.2634,3.8096,6.6978,1.6697,9.2177,2.9198,9.614,-0.52707,0.07402,-2.8376,5.488,-1.6281,5.779,-1.1405,-2.3332,2.8307,8.2888,-2.2039,1.5544,9.4934,-3.5808,-3.5949,-4.1309,3.8522,9.6506,4.6069,2.3676,5.4011,-3.0529,-4.8345,6.0065
-2.2061,-4.7627,4.0647,0.17758,-1.6785,7.2453,5.6697,7.422,-0.81514,9.9258,-4.3779,7.8279,0.05119,6.8596,6.6087,1.977,0.46548,3.4833,-4.8262,3.6083,-1.9303,-1.6874,8.1484,5.935,6.7934,1.215,-4.2088,8.5472,6.5214,-3.0549,3.7216,-1.7108,9.6153,1.8567,-2.5047,0.74855,-1.35,4.9515,-0.88323,-2.8456,-3.1162,-3.6531,2.4667,3.3605,8.1026,8.5152,8.3637,7.3734,5.771,7.0149,0.69848,8.707,2.043,8.5886,-0.4891,9.8402,-2.3599,3.0689,-2.5785,-1.6863,9.6441,-3.7522,-3.1516,1.0041,-3.3817,8.6317,-3.7698,-1.334,6.963,5.6801,7.6722,4.4069,-0.73688,-0.28513,-2.7116,4.4873,-0.18197,8.3601,0.077733,9.7324,6.4886,-0.019278,3.8683,0.64048,-0.5788,1.5361,-0.72508,-3.6129,2.981,3.2591,-3.3346,4.112,3.6782,3.5367,-2.6624,4.2545,7.631,8.3763,4.2903,-3.2072,2.9473,-2.3089,-0.72932,8.0329,-4.5207,-1.1346,8.8455,7.3132,8.9818,-0.20596,-3.2629,4.2187,-0.85371,-1.0794,-1.5462,-3.3402,6.2916,-3.7284,8.7463,-4.7965,2.5168,7.3184,5.0855,3.0859,8.3354,-3.0639,-4.7792,0.81984,7.2623,7.3416,-3.2,-2.1876,9.8927,1.261,1.6229,-1.7902,-4.7741,-0.15405,5.6533,-3.8998,1.457,-1.458,-1.7165,9.4693,4.4967,-2.9571,5.3285,-4.141,5.5239,4.9167,5.9328,-1.6814,5.4355,7.3764,-3.7586,8.6658,0.7991,-2.8641,7.1469,4.8363,1.2776,7.6246,-0.66353,7.3778,-1.0817,-3.088,-3.6432,-1.5827,9.1992,6.641,0.8745,3.839,-0.70251,-2.2244,6.308,-0.70352,6.0282,-4.1216,8.0208,0.40254,-2.0291,3.7903,7.441,-3.7607,1.6415,1.182,7.445,-0.94651,9.1403,2.5676,9.6329,5.4458,4.195,0.85879,-4.4409,9.3118,3.8179,4.4319,-2.7349,-4.0174
0.18341,8.9416,3.2432,-1.6244,-0.99392,-2.223,3.3083,1.3952,4.1325,-4.1246,-0.17257,4.0701,9.8792,4.6762,0.014146,7.1012,8.3841,2.3864,0.69647,1.6048,4.2891,8.7769,5.1638,-3.1076,7.1876,6.5978,8.4378,-4.8275,3.0521,2.9231,-2.7711,1.8056,4.1028,-0.26258,6.0731,3.0654,9.8538,7.7,9.1417,9.0547,-1.8914,2.3331,3.7497,8.0283,0.44182,4.2435,5.7025,-4.7219,3.6166,3.8047,9.0699,4.4074,-4.6978,9.2132,-1.7401,-2.73,-0.37664,-3.5105,1.8558,0.41189,-4.9065,5.995,1.8541,3.5685,2.764,6.7643,-4.6709,5.7333,9.1576,6.8758,2.0758,-0.73724,3.8771,8.0999,5.87,8.1363,-0.79493,-1.6597,-2.924,6.1863,2.7763,0.39975,6.6252,0.33732,-2.3346,5.4875,9.2287,-4.3757,8.6611,8.925,9.5793,-1.7527,7.0643,6.0528,3.0186,9.7608,6.9839,-0.65367,2.8334,6.8369,1.2821,6.7489,7.6221,7.0934,4.5943,8.6488,-1.3263,-0.97073,-0.57407,-0.1991,-2.0889,3.776,-1.677,0.3001,-3.9579,-2.8854,-2.5386,-1.8686,3.869,9.1479,-3.9192,6.4077,5.6807,8.376,7.8641,0.68753,2.5998,-2.86,6.467,3.2062,2.5431,-3.7069,-0.80719,9.9482,3.0766,0.38164,-2.4451,-3.3012,8.7209,4.9239,1.0353,4.8528,-4.9375,-0.10404,7.8156,6.6646,9.279,-2.0236,4.8611,3.7302,-3.0922,-3.4947,6.8374,8.3864,-0.44878,-3.9848,4.1146,-2.25,-0.4024,0.29215,-1.2785,3.1911,0.70485,-0.27555,2.1268,9.0523,-1.6555,-4.0071,-1.713,-3.2997,-1.3981,1.469,8.0566,-2.2529,6.5553,0.40894,3.5823,8.7809,6.3004,8.2002,6.408,-4.4436,6.0457,2.2311,3.3062,-4.4259,-2.0504,9.5345,3.839,-2.3335,0.51016,6.4142,-1.8883,-0.28971,3.2109,4.6548,-1.7734,-2.1065,-2.7957,-0.31815
0.95151,5.3635,8.8927,3.8877,-3.7779,5.5281,-0.43223,0.18548,5.2368,2.7506,-4.4433,7.3387,0.70355,0.90826,-3.665,-1.1501,-4.5843,-1.1117,-1.4672,-2.0966,-0.50518,3.8813,7.635,-1.2308,2.9926,-2.4792,5.9121,-1.5788,1.2965,-0.40619,-0.8499,2.3533,-0.8162,9.957,-1.7885,-3.8823,-2.4276,-0.62264,3.4102,1.9369,-4.228,8.919,4.3077,1.7802,6.0705,-4.1617,0.19993,-2.4055,0.5343,4.4151,0.71601,8.9451,5.4791,8.591,-2.3394,-4.0837,1.5516,0.75212,3.5358,-3.6615,-1.2053,5.1803,-1.4792,-3.2078,4.7725,8.395,1.0849,4.3282,1.1643,4.99,-4.9077,-0.61065,-2.5208,-1.7437,5.6002,4.7904,-3.9511,6.4244,8.671,0.84505,-0.54799,8.8221,4.3713,-1.5345,-4.3015,6.3182,-0.83348,2.7565,4.9052,5.3721,-1.4366,4.6024,3.6682,-3.5158,9.9672,-2.7243,-1.531,-2.1179,-4.3292,-0.9369,0.031118,4.1199,3.5525,-2.3877,8.4276,2.6726,6.221,-1.0947,7.3383,-4.041,8.0405,3.127,8.1708,7.5128,3.487,7.9848,-1.2283,-2.392,7.7564,-2.4307,-0.97342,-4.8929,4.8468,7.3467,-1.6342,2.3268,0.32869,0.74622,5.3647,-2.1991,9.3253,-1.253,1.6112,-2.3724,-3.8972,-0.76431,-3.5824,8.0486,5.229,2.7194,2.8401,9.6576,-1.0995,5.3276,-4.7167,-3.2612,3.3688,0.92935,-3.7605,8.5254,5.7709,-1.5867,-2.9369,0.45509,8.4204,-4.7012,1.3037,6.6562,-2.2108,0.4383,-3.7391,-1.0848,-3.3594,0.99621,-1.9836,-0.88218,1.2313,5.5652,8.8854,6.3726,4.1411,8.8874,3.8283,-1.9045,-0.02419,-2.7758,2.5989,-4.1916,1.3548,0.29108,-2.4633,0.25985,2.614,2.9328,4.7799,-3.7874,9.4195,3.8471,-1.5566,-1.5286,3.6443,-3.0234,-3.7815,-1.2883,9.4754,-4.121,7.4549,4.3733,9.7109,5.4348
3.0823,9.9598,8.781,-0.31595,1.4293,-1.3947,7.5228,5.1246,-1.5769,-4.5335,5.4078,8.1923,9.8905,5.3343,-2.2264,0.87146,-3.7191,-0.09754,-0.56097,-3.2905,-0.99759,0.19357,8.8924,8.2185,7.095,6.1638,-0.1395,8.5198,-3.5391,8.2287,0.40784,9.786,8.8372,9.6661,-4.1298,-1.1472,7.6653,-2.1987,-2.5918,7.9027,1.6121,6.8143,0.59217,3.0246,9.911,8.1821,9.1278,-4.7925,-0.56712,0.88483,1.3502,2.3394,-1.0157,0.735,1.7702,4.9204,3.1495,-0.40651,-1.8915,5.0228,1.5219,7.3903,3.4473,6.9428,7.5118,1.8262,-0.15172,4.17,6.6295,7.4982,8.4392,2.3944,3.4749,2.4142,-3.8913,6.1853,6.5691,5.1953,-4.1124,8.0129,-2.1842,9.3045,-2.6048,-4.6094,0.12712,5.1678,5.1436,9.7519,9.0928,6.8869,6.423,7.7317,7.3538,6.984,5.0249,5.2239,8.7093,-2.6264,2.8804,3.3983,4.3378,-4.3738,-3.721,-0.31434,2.2485,-3.2062,4.1656,-0.9795,-1.6544,1.0918,4.5698,7.4412,0.53238,5.0353,-2.2346,6.1218,-0.5976,-4.0259,9.5823,3.8877,2.4982,1.3039,-2.796,4.1408,0.24038,2.1484,-0.61752,-4.2793,-3.0818,-0.71395,-1.0115,-2.2568,5.4661,7.3494,7.8773,4.2358,8.6608,9.7577,2.5523,-1.803,2.1759,5.9735,-0.87511,-0.80427,-1.9827,-3.6067,3.907,-0.14977,0.81945,5.2485,8.6059,1.2178,-4.5847,0.66707,-4.6108,1.764,-0.35624,8.235,1.6202,9.405,0.18248,3.6374,7.2194,9.7838,8.9902,5.314,-4.1802,2.8287,6.7623,2.8391,-3.3645,-4.1227,-4.3522,4.8124,2.4687,8.5348,5.3517,-4.1123,7.6143,-4.5003,-3.6749,3.4479,4.6649,5.4446,6.8283,-3.7713,3.214,5.5628,2.4303,5.4663,-1.311,-2.6663,4.78,0.91932,5.3123,-1.4389,6.5714,-4.1665,-3.1363,0.5041
